scientific_name	taxonid	kingdom	phylum	class	order	family	genus	main_common_name	authority	published_year	category	criteria	marine_system	freshwater_system	terrestrial_system	aoo_km2	eoo_km2	elevation_upper	elevation_lower	depth_upper	depth_lower	assessor	reviewer	errata_flag	errata_reason	amended_flag	amended_reason
Rousettus obliviosus	19757	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PTEROPODIDAE	Rousettus	Comoros Rousette	Kock, 1978	2016	VU	B1ab(iii)+2ab(iii)	False	False	True	1783	9085	1800	10			Sewall, B.J.	Mildenstein, T.				
Rousettus spinalatus	19751	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PTEROPODIDAE	Rousettus	Bare-backed Rousette	Bergmans &amp; Hill, 1980	2008	VU	A2c+3c	False	False	True			300	0			Francis, C., Hutson, A.M., Sinaga, U. & Kingston, T.	Hutson, A.M., Racey, P.A. (Chiroptera Red List Authority), Chanson, J. & Chiozza, F. (Global Mammal Assessment Team)				
Saccolaimus flaviventris	19799	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	EMBALLONURIDAE	Saccolaimus	Yellow-bellied Sheath-tailed Bat	(Peters, 1867)	2017	LC		False	False	True			600	0			Armstrong, K. & Lumsden, L.	Piraccini, R.				
Saccolaimus mixtus	19800	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	EMBALLONURIDAE	Saccolaimus	Papuan Sheath-tailed Bat	Troughton, 1925	2017	NT		False	False	True		131421		0			Armstrong, K., Broken-brow, J., Burbidge, A.H. & Woinarsky, J.	Lumsden, L.				
Saccolaimus peli	19801	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	EMBALLONURIDAE	Saccolaimus	Pel's Pouched Bat	(Temminck, 1853)	2017	LC		False	False	True		5440801		0			Monadjem, A., Fahr, J., Hutson, A.M., Mickleburgh, S. & Bergmans, W.	Piraccini, R.				
Saccolaimus saccolaimus	19802	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	EMBALLONURIDAE	Saccolaimus	Bare-rumped Sheathtail-bat	(Temminck, 1838)	2017	LC		False	False	True			1200	0			Lumsden, L.	Armstrong, K.				
Saccopteryx antioquensis	136420	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	EMBALLONURIDAE	Saccopteryx	Antioquian Sac-winged Bat	Muñoz &amp; Cuartas, 2001	2016	EN	B1ab(iii)	False	False	True		3406	1200	650			Solari, S.	Battistoni, A.				
Saccopteryx bilineata	19804	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	EMBALLONURIDAE	Saccopteryx	Greater Sac-winged Bat	(Temminck, 1838)	2015	LC		False	False	True			500				Solari, S.	Battistoni, A.				
Saccopteryx canescens	19805	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	EMBALLONURIDAE	Saccopteryx	Frosted Sac-winged Bat	Thomas, 1901	2015	LC		False	False	True			500				Solari, S.	Battistoni, A.				
Saccopteryx gymnura	19806	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	EMBALLONURIDAE	Saccopteryx	Amazonian Sac-winged Bat	Thomas, 1901	2016	DD		False	False	True							Sampaio, E., Lim, B. & Peters, S.	Solari, S.				
Saccopteryx leptura	19807	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	EMBALLONURIDAE	Saccopteryx	Lesser Sac-winged Bat	(Schreber, 1774)	2015	LC		False	False	True			500				Solari, S.	Battistoni, A.				
Sauromys petrophilus	44693	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	MOLOSSIDAE	Sauromys	Roberts's Flat-headed Bat	(Roberts, 1917)	2017	LC		False	False	True		2832313	2000	100			Monadjem, A., Jacobs, D., Cotterill, F., Hutson, A.M., Mickleburgh, S., Bergmans, W. & Griffin, M.	Piraccini, R.				
Scleronycteris ega	20033	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PHYLLOSTOMIDAE	Scleronycteris	Ega Long-tongued Bat	Thomas, 1912	2016	DD		False	False	True			300	100			Sampaio, E., Lim, B. & Peters, S.	Solari, S.				
Scoteanax rueppellii	14946	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	VESPERTILIONIDAE	Scoteanax	Greater Broad-nosed Bat	(Peters, 1866)	2008	LC		False	False	True			500	0			Lunney, D. & Pennay, M.	Lamoreux, J. (Global Mammal Assessment Team), Racey, P.A., Medellín, R. & Hutson, A.M. (Chiroptera Red List Authority)				
Scotoecus albofuscus	20054	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	VESPERTILIONIDAE	Scotoecus	Light-winged Lesser House Bat	(Thomas, 1890)	2008	DD		False	False	True							Jacobs, D.	Hutson, A.M., Racey, P.A. (Chiroptera Red List Authority) & Cox, N. (Global Mammal Assessment Team)				
Scotoecus hirundo	20055	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	VESPERTILIONIDAE	Scotoecus	Dark-winged Lesser House Bat	de Winton, 1899	2017	LC		False	False	True		13443696		0			Cotterill, F., Jacobs, D., Monadjem, A. & Taylor, P.J.	Piraccini, R.				
Scotoecus pallidus	20056	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	VESPERTILIONIDAE	Scotoecus	Desert Yellow Lesser House Bat	(Dobson, 1876)	2008	LC		False	False	True	>2,000	>20,000	2500	46			Molur, S. & Srinivasulu, C.	Hutson, A.M., Racey, P.A. (Chiroptera Red List Authority) & Cox, N. (Global Mammal Assessment Team)				
Scotomanes ornatus	20058	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	VESPERTILIONIDAE	Scotomanes	Harlequin Bat	(Blyth, 1851)	2008	LC		False	False	True	>2,000	>20,000	2200	0			Csorba, G., Bates, P., Molur, S. & Srinivasulu, C.	Hutson, A.M., Racey, P.A. (Chiroptera Red List Authority) & Cox, N. (Global Mammal Assessment Team)				
Scotonycteris ophiodon	20059	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PTEROPODIDAE	Scotonycteris	Pohle's Fruit Bat	Pohle, 1943	2010	NT		False	False	True			1200	120			Mickleburgh, S., Hutson, A.M., Bergmans, W., Fahr, J. & Juste. J.	Hutson, A.M., Racey, P.A. (Chiroptera Red List Authority) & Cox, N. (Global Mammal Assessment Team)				
Scotonycteris zenkeri	84464403	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PTEROPODIDAE	Scotonycteris	Zenker's Fruit Bat	Matschie, 1894	2017	LC		False	False	True		3591879	1100	0			Bergmans, W., Fahr, J., Hutson, A.M., Mickleburgh, S. & Monadjem, A.	Piraccini, R.				
Scotophilus andrewreborii	84466713	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	VESPERTILIONIDAE	Scotophilus	Andrew Rebori’s House Bat	Brooks &amp; Bickham, 2014	2017	LC		False	False	True							Monadjem, A.	Richards, L.R., Wechuli, D., Cooper-Bohannon, R., Shapiro, J. & Musila, S.				
Scotophilus borbonicus	20064	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	VESPERTILIONIDAE	Scotophilus	Lesser Yellow Bat	(É. Geoffroy, 1803)	2008	DD		False	False	True							Andriafidison, D, Cardiff, S.G., Goodman, S.M., Hutson, A.M., Jenkins, R.K.B., Kofoky, A.F., Racey, P.A., Ranivo, J., Ratrimomanarivo, F.H. & Razafimanahaka, H.J.	Hutson, A.M., Racey, P.A. (Chiroptera Red List Authority) & Hoffmann, M. (Global Mammal Assessment Team)				
Scotophilus celebensis	20065	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	VESPERTILIONIDAE	Scotophilus	Sulawesi Yellow House Bat	Sody, 1928	2008	DD		False	False	True							Hutson, A.M., Kingston, T., Francis, C. & Suyanto, A.	Hutson, A.M., Racey, P.A. (Chiroptera Red List Authority), Chanson, J. & Chiozza, F. (Global Mammal Assessment Team)				
Scotophilus collinus	136612	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	VESPERTILIONIDAE	Scotophilus	Sody's Yellow House Bat	Sody, 1936	2008	LC		False	False	True							Sinaga, U. & Maryanto, I.	Hutson, A.M., Racey, P.A. (Chiroptera Red List Authority), Chanson, J. & Chiozza, F. (Global Mammal Assessment Team)				
Scotophilus dinganii	20066	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	VESPERTILIONIDAE	Scotophilus	African Yellow House Bat	(A. Smith, 1833)	2017	LC		False	False	True		21222588		0			Monadjem, A. & Griffin, M.	Piraccini, R.				
Scotophilus ejetai	84466810	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	VESPERTILIONIDAE	Scotophilus	Ejeta’s House Bat	Brooks &amp; Bickham, 2014	2017	LC		False	False	True							Monadjem, A.	Richards, L.R., Wechuli, D., Cooper-Bohannon, R., Shapiro, J. & Musila, S.				
Scotophilus heathii	20067	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	VESPERTILIONIDAE	Scotophilus	Greater Asiatic Yellow House Bat	(Horsfield, 1831)	2008	LC		False	False	True	>2,000	>20,000	1500	0			Bates, P., Csorba, G., Molur, S. & Srinivasulu, C.	Hutson, A.M., Racey, P.A. (Chiroptera Red List Authority) & Cox, N. (Global Mammal Assessment Team)				
Scotophilus kuhlii	20068	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	VESPERTILIONIDAE	Scotophilus	Lesser Asiatic Yellow House Bat	Leach, 1821	2008	LC		False	False	True	>2,000	>20,000	1111	0			Bates, P., Kingston, T., Francis, C., Rosell-Ambal, G., Heaney, L., Gonzales, J.-C., Molur, S. & Srinivasulu, C.	Hutson, A.M., Racey, P.A. (Chiroptera Red List Authority) & Cox, N. (Global Mammal Assessment Team)				
Scotophilus leucogaster	20069	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	VESPERTILIONIDAE	Scotophilus	White-bellied Yellow Bat	(Cretzschmar, 1826)	2017	LC		False	False	True		19888169		0			Monadjem, A. & Griffin, M.	Piraccini, R.				
Scotophilus livingstonii	84466826	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	VESPERTILIONIDAE	Scotophilus	Livingstone’s House Bat	Brooks &amp; Bickham, 2014	2017	LC		False	False	True							Monadjem, A.	Richards, L.R., Wechuli, D., Cooper-Bohannon, R., Shapiro, J. & Musila, S.				
Scotophilus marovaza	136774	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	VESPERTILIONIDAE	Scotophilus	Marovaza House Bat	Goodman, Ratrimomanarivo &amp; Randrianandrianina, 2006	2017	LC		False	False	True		125339	200	0		5	Monadjem, A., Cardiff, S.G., Rakotoarivelo, A.R., Jenkins, R.K.B. & Ratrimomanarivo, F.H.	Piraccini, R.				
Scotophilus nigrita	20070	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	VESPERTILIONIDAE	Scotophilus	Giant House Bat	(Schreber, 1774)	2017	LC		False	False	True		11399206		0			Monadjem, A. & Cotterill, F.	Piraccini, R.				
Scotophilus nucella	44934	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	VESPERTILIONIDAE	Scotophilus	Robbins's House Bat	Robbins, 1983	2008	DD		False	False	True							Fahr. J.	Hutson, A.M., Racey, P.A. (Chiroptera Red List Authority) & Cox, N. (Global Mammal Assessment Team)				
Scotophilus nux	20071	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	VESPERTILIONIDAE	Scotophilus	Nut-colored Yellow Bat	Thomas, 1904	2017	LC		False	False	True		2203553		0			Monadjem, A. & Fahr, J.	Piraccini, R.				
Scotophilus robustus	20072	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	VESPERTILIONIDAE	Scotophilus	Robust Yellow Bat	Milne-Edwards, 1881	2017	LC		False	False	True		448931	1400	10			Monadjem, A., Razafimanahaka, J., Ranivo, J., Kofoky, A., Hutson, A.M., Cardiff, S.G., Andriafidison, D., Goodman, S., Jenkins, R.K.B., Racey, P.A. & Ratrimomanarivo, F.H.	Piraccini, R.				
Scotophilus tandrefana	136675	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	VESPERTILIONIDAE	Scotophilus	Western Yellow Bat	Goodman, Jenkins &amp; Ratrimomanarivo, 2005	2008	DD		False	False	True			100	5			Jenkins, R.K.B., Rakotoarivelo, A.R., Ratrimomanarivo, F.H. & Cardiff, S.G.	Hutson, A.M., Racey, P.A. (Chiroptera Red List Authority) & Hoffmann, M. (Global Mammal Assessment Team)				
Scotophilus trujilloi	84466859	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	VESPERTILIONIDAE	Scotophilus	Trujillo’s House Bat	Brooks &amp; Bickham, 2014	2017	LC		False	False	True							Monadjem, A.	Richards, L.R., Wechuli, D., Cooper-Bohannon, R. & Musila, S.				
Scotophilus viridis	20073	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	VESPERTILIONIDAE	Scotophilus	Lesser Yellow House Bat	(Peters, 1852)	2017	LC		False	False	True		15401655		0			Monadjem, A. & Griffin, M.	Piraccini, R.				
Scotorepens balstoni	14942	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	VESPERTILIONIDAE	Scotorepens	Inland Broad-nosed Bat	(Thomas, 1906)	2008	LC		False	False	True							Pennay, M. & Lumsden, L.	Lamoreux, J. (Global Mammal Assessment Team), Racey, P.A., Medellín, R. & Hutson, A.M. (Chiroptera Red List Authority)				
Scotorepens greyii	14943	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	VESPERTILIONIDAE	Scotorepens	Little Broad-nosed Bat	(Gray, 1843)	2008	LC		False	False	True							Lumsden, L., McKenzie, N. & Pennay, M.	Lamoreux, J. (Global Mammal Assessment Team), Racey, P.A., Medellín, R. & Hutson, A.M. (Chiroptera Red List Authority)				
Scotorepens orion	14945	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	VESPERTILIONIDAE	Scotorepens	Eastern Broad-nosed Bat	(Troughton, 1937)	2008	LC		False	False	True				0			Pennay, M. & Lumsden, L.	Lamoreux, J. (Global Mammal Assessment Team), Racey, P.A., Medellín, R. & Hutson, A.M. (Chiroptera Red List Authority)				
Scotorepens sanborni	14947	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	VESPERTILIONIDAE	Scotorepens	Northern Broad-nosed Bat	(Troughton, 1937)	2008	LC		False	False	True			2200	0			Hutson, T., Schlitter, D., Csorba, G., Bonaccorso, F. & McKenzie, N.	Lamoreux, J. (Global Mammal Assessment Team), Racey, P.A., Medellín, R. & Hutson, A.M. (Chiroptera Red List Authority)				
Scotozous dormeri	17338	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	VESPERTILIONIDAE	Scotozous	Dormer's Pipistrelle	Dobson, 1875	2008	LC		False	False	True	>2,000	>20,000	2000	0			Molur, S. & Srinivasulu, C.	Hutson, A.M., Racey, P.A. (Chiroptera Red List Authority) & Cox, N. (Global Mammal Assessment Team)				
Sphaerias blanfordi	20521	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PTEROPODIDAE	Sphaerias	Blandford's Fruit Bat	(Thomas, 1891)	2008	LC		False	False	True	>2,000	>20,000	2710	308			Bates, P., Bumrungsri, S., Csorba, G. & Francis, C.	Hutson, A.M., Racey, P.A. (Chiroptera Red List Authority) & Cox, N. (Global Mammal Assessment Team)				
Sphaeronycteris toxophyllum	20599	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PHYLLOSTOMIDAE	Sphaeronycteris	Visored Bat	Peters, 1882	2008	DD		False	False	True			2240	0			Tavares, V. & Lewis, D.	Medellín, R. (Chiroptera Red List Authority) & Schipper, J. (Global Mammal Assessment Team)				
Stenoderma rufum	20743	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PHYLLOSTOMIDAE	Stenoderma	Red Fruit Bat	Desmarest, 1820	2016	NT		False	False	True		20178					Rodriguez Duran, A.	Solari, S.				
Sturnira aratathomasi	20949	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PHYLLOSTOMIDAE	Sturnira	Aratathomas's Yellow-shouldered Bat	Peterson &amp; Tamsitt, 1968	2016	LC		False	False	True		104425	3165	1650			Pacheco, V.	Solari, S.				
Sturnira bidens	20950	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PHYLLOSTOMIDAE	Sturnira	Bidentate Yellow-shouldered Bat	Thomas, 1915	2008	LC		False	False	True			2800	2000			Pacheco, V., Aguirre, L. & Mantilla, H.	Medellín, R. (Chiroptera Red List Authority) & Schipper, J. (Global Mammal Assessment Team)				
Sturnira bogotensis	20951	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PHYLLOSTOMIDAE	Sturnira	Bogota Yellow-shouldered Bat	Shamel, 1927	2008	LC		False	False	True			2000				Pacheco, V., Aguirre, L. & Mantilla, H.	Medellín, R. (Chiroptera Red List Authority) & Schipper, J. (Global Mammal Assessment Team)				
Sturnira burtonlimi	88152206	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PHYLLOSTOMIDAE	Sturnira		Velazco &amp; Patterson, 2014	2017	DD		False	False	True			1500	1290			Solari, S.	Battistoni, A.				
Sturnira erythromos	20952	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PHYLLOSTOMIDAE	Sturnira	Hairy Yellow-shouldered Bat	(Tschudi, 1844)	2015	LC		False	False	True			1300				Barquez, R. & Diaz, M.	Solari, S.				
Sturnira hondurensis	88154577	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PHYLLOSTOMIDAE	Sturnira		Goodwin, 1940	2017	LC		False	False	True			2000	600			Solari, S.	Battistoni, A.				
Sturnira koopmanhilli	88159599	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PHYLLOSTOMIDAE	Sturnira		McCarthy, Albuja, &amp; Alberico, 2006	2016	DD		False	False	True			2000	300			Solari, S.	Battistoni, A.				
Sturnira lilium	88159688	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PHYLLOSTOMIDAE	Sturnira	Little Yellow-shouldered Bat	(É. Geoffroy, 1810)	2017	LC		False	False	True			1600				Velazco, P. & Patterson, B.	Solari, S.				
Sturnira ludovici	88159722	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PHYLLOSTOMIDAE	Sturnira	Highland Yellow-shouldered Bat	Anthony, 1924	2016	LC		False	False	True			2880	550			Solari, S.	Battistoni, A.				
Sturnira luisi	20955	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PHYLLOSTOMIDAE	Sturnira	Louis's Yellow-shouldered Bat	Davis, 1980	2008	LC		False	False	True							Pacheco, V., Mantilla, H., Pineda, J. & Rodriguez, B.	Medellín, R. (Chiroptera Red List Authority) & Schipper, J. (Global Mammal Assessment Team)				
Sturnira magna	20956	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PHYLLOSTOMIDAE	Sturnira	Greater Yellow-shouldered Bat	de la Torre, 1966	2015	LC		False	False	True							Pacheco, V., Aguirre, L. & Mantilla, H.	Solari, S.				
Sturnira mistratensis	136591	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PHYLLOSTOMIDAE	Sturnira		Vega &amp; Cadena, 2000	2015	DD		False	False	True			980				Mantilla-Meluk, H.	Solari, S.				
Sturnira mordax	20957	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PHYLLOSTOMIDAE	Sturnira	Talamancan Yellow-shouldered Bat	(Goodwin, 1938)	2008	NT		False	False	True							Rodriguez, B. & Pineda, W.	Medellín, R. (Chiroptera Red List Authority) & Schipper, J. (Global Mammal Assessment Team)				
Sturnira nana	20958	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PHYLLOSTOMIDAE	Sturnira	Lesser Yellow-shouldered Bat	Gardner &amp; O'Neill, 1971	2016	EN	B2ab(iii)	False	False	True	12	40600	1670	1430			Solari, S. & Boada, C.	Battistoni, A.				
Sturnira oporaphilum	136494	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PHYLLOSTOMIDAE	Sturnira	Tschudi's Yellow-shouldered Bat	(Tschudi, 1844)	2016	LC		False	False	True			2575	500			Barquez, R. & Diaz, M.	Solari, S.				
Sturnira perla	88159664	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PHYLLOSTOMIDAE	Sturnira		Jarrin &amp; Kunz, 2011	2016	DD		False	False	True			220	35			Solari, S.	Battistoni, A.				
Sturnira sorianoi	136778	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PHYLLOSTOMIDAE	Sturnira		Sánchez-Hernández, Romero-Almaraz &amp; Schnell, 2005	2015	DD		False	False	True							Pacheco, V.	Solari, S.				
Sturnira tildae	20960	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PHYLLOSTOMIDAE	Sturnira	Tilda's Yellow-shouldered Bat	de la Torre, 1959	2016	LC		False	False	True							Sampaio, E., Lim, B. & Peters, S.	Solari, S.				
Styloctenium mindorensis	136534	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PTEROPODIDAE	Styloctenium	Mindoro Stripe-faced Fruit Bat	Esselstyn, 2007	2008	DD		False	False	True			100	100			Esselstyn, J.	Hutson, A.M., Racey, P.A. (Chiroptera Red List Authority) & Stuart, S.N. (Global Mammal Assessment Team)				
Styloctenium wallacei	21100	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PTEROPODIDAE	Styloctenium	Wallace's Stripe-faced Fruit Bat	(Gray, 1866)	2010	NT		False	False	True			1100	0			Ruedas, L., Kingston, T. & Sinanga, U.	Chiozza, F., Hutson, A.M., Racey, P.A. & Chanson, J.S.				
Submyotodon latirostris	85537971	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	VESPERTILIONIDAE	Submyotodon	Taiwan broad-muzzled myotis	Kishida, 1932	2017	LC		False	False	True			3000	1000			Ruedi, M., Csorba, G., Liang-Kong, L. & Cheng-Han, C.	Piraccini, R.				
Syconycteris australis	21185	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PTEROPODIDAE	Syconycteris	Common Blossom Bat	(Peters, 1867)	2016	LC		False	False	True			3000	0			Aplin, K. & Armstrong, K.	Mildenstein, T.				
Syconycteris carolinae	21184	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PTEROPODIDAE	Syconycteris	Halmaheran Blossom Bat	Rozendaal, 1984	2008	VU	B1ab(iii)	False	False	True							Helgen, K. & Salas, L.	Hutson, A.M., Racey, P.A. (Chiroptera Red List Authority), Chanson, J. & Chiozza, F. (Global Mammal Assessment Team)				
Syconycteris hobbit	21183	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PTEROPODIDAE	Syconycteris	Moss-forest Blossom Bat	Ziegler, 1982	2016	LC		False	False	True			2700	1817			Aplin, K. & Armstrong, K.	Mildenstein, T.				
Tadarida aegyptiaca	21312	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	MOLOSSIDAE	Tadarida	Egyptian Free-tailed Bat	(É. Geoffroy, 1818)	2017	LC		False	False	True		40875437	2100	0			Monadjem, A., Jacobs, D., Cotterill, W., Hutson, A.M., Mickleburgh, S., Bergmans, W. & Fahr, J.	Piraccini, R.				
Tadarida brasiliensis	21314	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	MOLOSSIDAE	Tadarida	Brazilian Free-tailed Bat	(I. Geoffroy, 1824)	2015	LC		False	False	True							Barquez, R., Diaz, M., Gonzalez, E., Rodriguez, A., Incháustegui, S. & Arroyo-Cabrales, J.	Solari, S.				
Tadarida fulminans	21316	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	MOLOSSIDAE	Tadarida	Malagasy Free-tailed Bat	(Thomas, 1903)	2017	LC		False	False	True		4521621	2000	0			Monadjem, A., Ravino, J., Hutson, A.M., Cotterill, W. & Racey, P.A.	Piraccini, R.				
Tadarida insignis	136716	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	MOLOSSIDAE	Tadarida	East Asian Free-tailed Bat	Blyth, 1862	2008	DD		False	False	True	unknown	>20,000 sq. km					Maeda, K,  Sano, A., Smith, A.T. & Johnston, C.H.	Johnston, C.H. & Chanson, J. (Global Mammal Assessment Team)				
Tadarida latouchei	40036	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	MOLOSSIDAE	Tadarida	La Touche's Free-tailed Bat	Thomas, 1920	2008	DD		False	False	True							Francis, C. & Maeda, K.	Hutson, A.M., Racey, P.A. (Chiroptera Red List Authority), Chanson, J. & Chiozza, F. (Global Mammal Assessment Team)				
Tadarida lobata	21317	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	MOLOSSIDAE	Tadarida	Kenyan Big-eared Free-tailed Bat	(Thomas, 1891)	2017	LC		False	False	True		1124895	2000	600			Monadjem, A. & Cotterill, W.	Piraccini, R.				
Tadarida teniotis	21311	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	MOLOSSIDAE	Tadarida	European Free-tailed Bat	(Rafinesque, 1814)	2016	LC		False	False	True		18885688	3100	0			Benda, P. & Piraccini, R.	Piraccini, R. & Cassola, F.				
Tadarida ventralis	21318	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	MOLOSSIDAE	Tadarida	African Giant Free-tailed Bat	(Heuglin, 1861)	2008	DD		False	False	True			2500	1500			Mickleburgh, S., Hutson, A.M., Bergmans, W. & Cotterill, F.P.D.	Hutson, A.M., Racey, P.A. (Chiroptera Red List Authority) & Cox, N. (Global Mammal Assessment Team)				
Taphozous achates	21453	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	EMBALLONURIDAE	Taphozous	Indonesian Tomb Bat	Thomas, 1915	2016	DD		False	False	True		515549	1000				Hutson, A.M., Schlitter, D. & Kingston, T.	Piraccini, R.				
Taphozous australis	21452	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	EMBALLONURIDAE	Taphozous	Coastal Sheath-tailed Bat	Gould, 1854	2008	NT		False	False	True			300	0			Hall, L., Thomson, B. & Richards, G.	Lamoreux, J. (Global Mammal Assessment Team), Racey, P.A., Medellín, R. & Hutson, A.M. (Chiroptera Red List Authority)				
Taphozous georgianus	21454	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	EMBALLONURIDAE	Taphozous	Common Sheath-tailed Bat	Thomas, 1915	2017	LC		False	False	True							Armstrong, K. & Reardon, T.	Piraccini, R.				
Taphozous hamiltoni	21455	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	EMBALLONURIDAE	Taphozous	Hamilton's Tomb Bat	Thomas, 1920	2008	DD		False	False	True							Mickleburgh, S., Hutson, A.M. & Bergmans, W.	Hutson, A.M., Racey, P.A. (Chiroptera Red List Authority) & Temple, H. (Global Mammal Assessment Team)				
Taphozous hildegardeae	21456	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	EMBALLONURIDAE	Taphozous	Hildegarde's Tomb Bat	Thomas, 1909	2008	VU	B1ab(iii)	False	False	True							Mickleburgh, S., Hutson, A.M. & Bergmans, W.	Hutson, A.M., Racey, P.A. (Chiroptera Red List Authority) & Cox, N. (Global Mammal Assessment Team)				
Taphozous hilli	21457	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	EMBALLONURIDAE	Taphozous	Hill's Sheath-tailed Bat	Kitchener, 1980	2008	LC		False	False	True							McKenzie, N. & Thomson, B.	Lamoreux, J. (Global Mammal Assessment Team), Racey, P.A., Medellín, R. & Hutson, A.M. (Chiroptera Red List Authority)				
